timestamp_minute,road_id,vehicle_count,avg_speed_kmph,road_length_km,engine_load_factor,estimated_fuel_L,carbon_emission_gps
4,35630,7,38.98,0.732,1.18,0.0155,0.6
0,35631,8,24.92,0.177,1.07,0.0061,0.23
1,35631,9,39.5,1.211,0.91,0.0252,0.97
2,35631,3,28.18,1.289,0.95,0.0131,0.5
3,35631,6,43.57,1.996,1.17,0.0322,1.24
4,35631,7,39.31,0.188,1.2,0.004,0.15
0,35632,4,57.77,0.341,1.11,0.0026,0.1
1,35632,6,60.03,0.371,1.28,0.0047,0.18
2,35632,7,34.09,0.496,1.17,0.0119,0.46
3,35632,6,46.38,1.535,0.98,0.0194,0.75
4,35632,6,35.28,1.433,0.9,0.022,0.85
0,35633,3,34.27,0.517,1.22,0.0055,0.21
1,35633,4,47.12,1.47,1.11,0.0139,0.53
2,35633,6,46.9,0.461,1.06,0.0063,0.24
3,35633,8,54.97,0.431,0.94,0.0059,0.23
4,35633,8,41.33,1.436,0.88,0.0244,0.94
0,35634,9,48.94,0.975,1.23,0.022,0.85
1,35634,8,25.98,1.926,1.01,0.06,2.31
2,35634,3,48.28,1.655,0.96,0.0099,0.38
3,35634,4,47.03,1.696,0.92,0.0132,0.51
4,35634,8,39.95,1.664,0.82,0.0274,1.05
0,35635,2,28.64,0.239,0.9,0.0015,0.06
1,35635,6,48.63,0.829,1.17,0.0119,0.46
2,35635,6,39.81,1.121,1.04,0.0176,0.68
3,35635,3,36.96,1.09,1.14,0.01,0.39
4,35635,9,30.53,1.766,1.11,0.0577,2.22
0,35636,6,22.46,1.038,1.11,0.0308,1.19
1,35636,3,48.43,0.177,1.06,0.0012,0.04
2,35636,5,54.51,0.755,0.76,0.0052,0.2
3,35636,4,31.13,0.463,0.87,0.0052,0.2
4,35636,5,29.6,0.921,0.88,0.0137,0.53
0,35637,7,30.23,0.585,1.02,0.0139,0.53
1,35637,5,40.05,1.966,1.12,0.0276,1.06
2,35637,5,36.71,0.928,1.17,0.0149,0.57
3,35637,5,10.37,0.373,1.07,0.0193,0.74
4,35637,5,31.02,0.493,0.77,0.0061,0.24
0,35638,4,24.78,0.758,1.02,0.0125,0.48
1,35638,3,31.65,1.309,1.02,0.0127,0.49
2,35638,3,49.22,1.559,0.82,0.0078,0.3
3,35638,5,21.1,1.626,1.03,0.0396,1.53
4,35638,6,39.91,1.87,0.73,0.0207,0.8
0,35639,4,44.1,0.77,0.9,0.0063,0.24
1,35639,4,39.1,0.731,1.11,0.0083,0.32
2,35639,9,36.43,0.861,0.9,0.0192,0.74
3,35639,1,53.31,1.153,1.09,0.0024,0.09
4,35639,6,45.31,0.576,1.26,0.0096,0.37
0,35640,4,42.45,1.676,0.7,0.0111,0.43
1,35640,8,29.66,0.963,1.28,0.0332,1.28
2,35640,4,41.91,1.784,1.14,0.0194,0.75
3,35640,4,43.92,0.918,0.74,0.0062,0.24
4,35640,4,41.82,0.273,1.15,0.003,0.12
0,35641,6,39.6,0.721,0.88,0.0096,0.37
1,35641,7,48.71,1.474,1.17,0.0247,0.95
2,35641,4,47.07,1.903,0.75,0.0121,0.46
3,35641,4,39.6,0.673,0.84,0.0057,0.22
4,35641,3,29.27,0.78,0.83,0.0067,0.26
0,35642,5,25.05,1.835,1.25,0.0459,1.77
1,35642,9,52.95,0.25,0.89,0.0038,0.15
2,35642,9,43.71,0.215,0.94,0.0042,0.16
3,35642,10,42.64,1.198,1.14,0.0319,1.23
4,35642,7,44.29,1.818,0.95,0.0273,1.05
0,35643,4,39.49,1.494,0.99,0.0149,0.57
1,35643,3,51.82,1.096,1.06,0.0067,0.26
2,35643,7,47.21,1.354,0.83,0.0166,0.64
3,35643,5,44.45,0.245,1.03,0.0028,0.11
4,35643,1,45.74,0.768,1.3,0.0022,0.08
0,35644,3,33.23,0.906,0.79,0.0064,0.25
1,35644,4,47.66,1.378,1.01,0.0116,0.45
2,35644,6,36.35,1.986,0.91,0.03,1.15
3,35644,6,70.5,0.281,0.94,0.0022,0.09
4,35644,11,26.51,1.573,1.18,0.077,2.96
0,35645,1,36.68,1.008,0.99,0.0027,0.1
1,35645,6,51.18,1.778,1.11,0.0232,0.89
2,35645,6,39.59,1.517,0.89,0.0204,0.78
3,35645,4,42.67,1.777,1.27,0.0212,0.81
4,35645,6,32.48,0.582,1.25,0.0135,0.52
0,35646,4,58.63,0.174,0.83,0.001,0.04
1,35646,2,43.91,1.43,0.84,0.0055,0.21
2,35646,5,41.77,0.155,0.72,0.0013,0.05
3,35646,4,52.92,1.736,1.15,0.0151,0.58
4,35646,6,13.61,0.891,0.94,0.0371,1.43
0,35647,5,47.71,1.405,1.14,0.0167,0.64
1,35647,5,41.66,1.848,1.19,0.0264,1.02
2,35647,6,28.72,1.279,1.1,0.0293,1.13
3,35647,4,65.94,0.796,1.27,0.0061,0.24
4,35647,6,47.75,1.659,1.23,0.0257,0.99
0,35648,6,52.24,1.389,0.72,0.0115,0.44
1,35648,6,37.84,0.708,0.88,0.0099,0.38
2,35648,5,53.06,0.417,1.21,0.0048,0.18
3,35648,5,27.24,1.683,0.84,0.0261,1.0
4,35648,3,44.32,0.828,0.79,0.0044,0.17
0,35649,4,45.42,1.788,0.9,0.0142,0.55
1,35649,5,43.26,1.012,1.21,0.0142,0.55
2,35649,7,16.42,0.545,1.06,0.0246,0.95
3,35649,3,30.4,1.436,1.28,0.0181,0.7
4,35649,7,61.68,0.387,1.27,0.0056,0.22
0,35650,5,52.03,1.138,0.81,0.0088,0.34
1,35650,2,33.6,1.381,0.77,0.0063,0.24
2,35650,5,30.8,1.064,1.15,0.0198,0.76
3,35650,5,43.59,0.558,0.72,0.0046,0.18
4,35650,5,32.68,1.042,0.72,0.0115,0.44
0,35651,3,12.37,1.428,0.98,0.0341,1.31
1,35651,3,50.73,0.256,1.2,0.0018,0.07
2,35651,6,45.25,0.839,0.83,0.0093,0.36
3,35651,7,35.62,0.518,1.26,0.0129,0.5
4,35651,3,38.38,1.95,1.12,0.0171,0.66
0,35652,5,46.4,0.975,0.72,0.0075,0.29
1,35652,5,55.46,1.092,1.3,0.0128,0.49
2,35652,6,39.41,0.53,1.14,0.0092,0.36
3,35652,4,40.83,1.711,1.28,0.0215,0.83
4,35652,4,28.63,1.96,1.25,0.0343,1.32
0,35653,5,63.92,1.995,1.11,0.0173,0.67
1,35653,7,47.2,0.599,0.88,0.0078,0.3
2,35653,3,35.85,1.935,0.77,0.0124,0.48
3,35653,2,42.48,0.939,1.14,0.005,0.19
4,35653,7,40.38,0.439,0.93,0.0071,0.27
0,35654,5,50.06,1.521,1.08,0.0164,0.63
1,35654,7,39.39,0.701,0.99,0.0124,0.48
2,35654,10,25.32,1.498,0.74,0.0436,1.68
3,35654,8,55.44,1.264,1.24,0.0226,0.87
4,35654,7,39.79,0.244,0.7,0.003,0.12
0,35655,7,39.27,0.185,1.14,0.0038,0.14
1,35655,3,29.96,1.563,0.8,0.0125,0.48
2,35655,4,23.01,1.982,0.78,0.0268,1.03
3,35655,9,56.93,1.445,0.92,0.021,0.81
4,35655,6,26.96,1.675,1.05,0.0392,1.51
0,35656,5,43.19,0.35,0.95,0.0039,0.15
1,35656,7,50.24,0.4,1.29,0.0072,0.28
2,35656,6,29.18,0.865,0.75,0.0133,0.51
3,35656,7,30.93,1.567,1.09,0.0386,1.49
4,35656,5,38.98,0.369,0.92,0.0044,0.17
0,35657,9,41.56,1.367,0.78,0.023,0.88
1,35657,3,43.06,0.322,0.85,0.0019,0.07
2,35657,7,41.41,1.411,1.22,0.0292,1.12
3,35657,2,38.43,1.456,0.99,0.0075,0.29
4,35657,4,41.42,0.216,1.12,0.0023,0.09
0,35658,7,39.23,0.673,0.83,0.01,0.38
1,35658,2,34.96,0.164,1.09,0.001,0.04
2,35658,3,38.26,0.464,0.81,0.003,0.11
3,35658,5,53.8,1.881,1.12,0.0197,0.76
4,35658,5,38.05,1.688,1.3,0.0287,1.11
0,35659,3,38.71,1.705,1.22,0.0161,0.62
1,35659,3,52.17,1.956,0.86,0.0096,0.37
2,35659,6,61.21,0.664,1.26,0.0082,0.32
3,35659,3,33.22,0.248,1.2,0.0027,0.1
4,35659,7,45.43,0.412,1.05,0.0066,0.26
0,35660,3,36.63,1.815,0.9,0.0133,0.51
1,35660,5,33.05,1.635,1.17,0.029,1.12
2,35660,4,45.39,1.42,0.77,0.0097,0.37
3,35660,3,31.6,0.575,0.98,0.0053,0.21
4,35660,6,35.91,0.38,1.14,0.0073,0.28
0,35661,7,37.51,1.683,1.03,0.0323,1.25
1,35661,4,39.97,0.68,0.82,0.0056,0.22
2,35661,1,52.96,1.122,0.98,0.0021,0.08
3,35661,5,45.43,1.79,0.75,0.0147,0.57
4,35661,3,37.01,1.3,1.25,0.0132,0.51
0,35662,3,50.3,1.481,0.99,0.0088,0.34
1,35662,5,41.01,1.378,0.74,0.0124,0.48
2,35662,7,52.38,0.857,1.22,0.014,0.54
3,35662,2,43.03,0.39,1.29,0.0023,0.09
4,35662,6,43.72,1.418,0.94,0.0182,0.7
0,35663,8,39.88,1.149,1.15,0.0266,1.02
1,35663,7,43.36,1.558,0.73,0.0184,0.71
2,35663,4,30.98,1.24,1.26,0.0202,0.78
3,35663,5,43.13,1.476,0.84,0.0144,0.56
4,35663,9,48.05,0.52,0.87,0.0085,0.33
0,35664,4,35.29,0.467,0.72,0.0038,0.15
1,35664,5,32.89,1.712,1.24,0.0322,1.24
2,35664,6,53.3,0.995,1.07,0.012,0.46
3,35664,4,40.08,0.481,1.26,0.006,0.23
4,35664,6,28.22,1.768,0.87,0.0328,1.26
0,35665,5,45.06,1.54,1.05,0.0179,0.69
1,35665,3,41.96,1.247,1.22,0.0109,0.42
2,35665,3,42.37,1.471,0.84,0.0088,0.34
3,35665,2,47.84,0.625,1.28,0.0033,0.13
4,35665,8,29.7,0.172,0.94,0.0043,0.17
0,35666,5,38.38,0.612,1.14,0.0091,0.35
1,35666,4,39.33,0.998,1.28,0.013,0.5
2,35666,5,33.16,1.858,0.9,0.0251,0.97
3,35666,5,40.33,0.344,0.9,0.0039,0.15
4,35666,8,40.55,0.162,0.8,0.0025,0.1
0,35667,3,40.13,0.738,1.05,0.0058,0.22
1,35667,4,49.37,0.849,0.95,0.0065,0.25
2,35667,5,39.15,1.316,1.07,0.018,0.69
3,35667,5,28.61,0.268,0.95,0.0044,0.17
4,35667,1,48.5,0.452,1.16,0.0011,0.04
0,35668,7,41.56,0.411,0.94,0.0065,0.25
1,35668,2,46.31,0.528,1.21,0.0028,0.11
2,35668,3,34.88,0.74,1.12,0.0071,0.27
3,35668,4,26.94,0.865,1.19,0.0153,0.59
4,35668,6,42.35,1.816,0.71,0.0182,0.7
0,35669,2,24.7,1.01,1.3,0.0106,0.41
1,35669,3,36.14,0.707,0.85,0.005,0.19
2,35669,5,41.07,0.146,1.2,0.0021,0.08
3,35669,6,28.33,0.323,1.03,0.007,0.27
4,35669,2,38.05,0.486,0.73,0.0019,0.07
0,35670,9,41.11,1.615,1.25,0.0441,1.7
1,35670,2,57.05,1.695,0.78,0.0046,0.18
2,35670,4,33.08,0.74,1.28,0.0115,0.44
3,35670,5,56.82,0.513,1.26,0.0057,0.22
4,35670,4,39.84,1.409,1.05,0.0148,0.57
0,35671,5,32.29,1.926,1.22,0.0365,1.41
1,35671,5,29.22,1.765,1.29,0.039,1.5
2,35671,8,27.43,1.278,0.78,0.0292,1.12
3,35671,3,25.29,1.945,1.09,0.0252,0.97
4,35671,7,49.71,0.216,1.3,0.0039,0.15
0,35672,9,21.94,1.457,1.2,0.072,2.77
1,35672,5,57.91,1.706,1.01,0.0149,0.57
2,35672,6,35.47,1.604,0.89,0.0242,0.93
3,35672,2,41.06,0.566,1.04,0.0029,0.11
4,35672,3,11.39,0.978,0.89,0.023,0.88
0,35673,7,38.01,1.08,0.89,0.0177,0.68
1,35673,5,28.76,0.522,0.71,0.0064,0.25
2,35673,5,45.82,1.148,0.97,0.0122,0.47
3,35673,5,51.6,1.905,0.97,0.0179,0.69
4,35673,3,45.18,1.495,1.18,0.0118,0.45
0,35674,6,33.67,0.213,0.84,0.0032,0.12
1,35674,8,31.56,1.072,0.94,0.0255,0.98
2,35674,3,20.84,0.715,0.95,0.0098,0.38
3,35674,10,36.26,0.373,1.04,0.0107,0.41
4,35674,5,46.75,1.874,0.85,0.0171,0.66
0,35675,3,33.43,0.959,0.97,0.0083,0.32
1,35675,2,26.13,0.811,1.24,0.0077,0.3
2,35675,6,51.28,0.841,0.97,0.0096,0.37
3,35675,8,32.09,1.498,0.92,0.0344,1.32
4,35675,6,26.86,0.801,0.7,0.0125,0.48
0,35676,2,43.37,1.575,1.0,0.0073,0.28
1,35676,5,35.85,1.202,0.78,0.013,0.5
2,35676,4,61.6,0.196,0.79,0.001,0.04
3,35676,4,41.93,0.375,1.15,0.0041,0.16
4,35676,3,50.23,1.632,1.11,0.0108,0.42
0,35677,5,51.14,0.832,1.24,0.0101,0.39
1,35677,3,52.78,1.159,1.28,0.0085,0.33
2,35677,6,39.02,1.574,0.91,0.0221,0.85
3,35677,2,48.63,0.934,1.07,0.0041,0.16
4,35677,7,52.67,1.121,0.96,0.0143,0.55
0,35678,11,42.77,1.114,1.05,0.03,1.16
1,35678,7,35.08,1.176,0.93,0.0217,0.84
2,35678,3,44.88,0.594,0.88,0.0035,0.13
3,35678,3,50.0,0.503,1.19,0.0036,0.14
4,35678,7,39.99,1.894,0.77,0.0256,0.99
0,35679,9,28.82,1.512,0.79,0.0374,1.44
1,35679,5,36.6,1.825,0.94,0.0235,0.91
2,35679,2,35.72,0.953,0.82,0.0044,0.17
3,35679,7,50.03,1.817,1.04,0.0263,1.01
4,35679,5,46.21,0.662,1.27,0.0091,0.35
0,35680,6,46.45,0.109,1.17,0.0016,0.06
1,35680,5,57.84,1.67,0.84,0.0122,0.47
2,35680,4,39.28,1.235,1.04,0.0131,0.5
3,35680,5,52.82,0.322,1.15,0.0035,0.13
4,35680,4,29.18,1.382,0.72,0.0136,0.52
0,35681,9,45.82,1.47,0.75,0.0217,0.84
1,35681,5,44.85,0.432,0.9,0.0043,0.17
2,35681,4,19.28,1.579,1.01,0.033,1.27
3,35681,6,70.53,1.182,0.88,0.0089,0.34
4,35681,10,44.59,1.175,1.01,0.0266,1.02
0,35682,3,45.6,1.463,1.0,0.0096,0.37
1,35682,5,48.7,0.778,0.91,0.0073,0.28
2,35682,7,48.13,0.778,0.99,0.0113,0.43
3,35682,1,39.12,1.405,0.85,0.0031,0.12
4,35682,6,43.42,0.481,1.06,0.007,0.27
0,35683,6,40.87,1.787,0.72,0.019,0.73
1,35683,2,44.7,1.589,1.07,0.0076,0.29
2,35683,6,39.83,1.466,0.87,0.0193,0.74
3,35683,6,46.77,1.846,1.14,0.0269,1.04
4,35683,3,30.92,0.139,0.99,0.0013,0.05
0,35684,5,38.34,1.434,0.75,0.014,0.54
1,35684,5,34.14,1.487,1.2,0.0261,1.0
2,35684,1,36.97,1.869,0.98,0.005,0.19
3,35684,5,47.81,1.41,1.15,0.0169,0.65
4,35684,7,54.66,1.751,0.94,0.021,0.81
0,35685,8,35.2,0.169,1.08,0.0041,0.16
1,35685,1,44.81,0.551,1.1,0.0014,0.05
2,35685,6,43.35,0.643,1.08,0.0096,0.37
3,35685,5,62.2,0.777,0.76,0.0047,0.18
4,35685,6,46.53,0.698,1.12,0.0101,0.39
0,35686,4,42.26,1.567,1.11,0.0165,0.63
1,35686,4,39.82,1.695,0.79,0.0134,0.52
2,35686,3,40.21,0.428,1.08,0.0034,0.13
3,35686,8,42.03,1.625,1.08,0.0333,1.28
4,35686,4,22.96,1.214,1.24,0.0263,1.01
0,35687,6,49.41,1.145,1.09,0.0152,0.58
1,35687,7,49.72,0.454,0.97,0.0062,0.24
2,35687,6,35.7,1.474,1.13,0.028,1.08
3,35687,4,39.65,1.313,0.92,0.0122,0.47
4,35687,7,43.85,0.496,0.85,0.0067,0.26
0,35688,7,31.79,0.392,0.82,0.0071,0.27
1,35688,6,29.92,1.804,0.86,0.0311,1.2
2,35688,11,25.29,1.65,0.78,0.0561,2.16
3,35688,4,31.77,1.882,0.73,0.0172,0.66
4,35688,5,33.42,1.152,1.04,0.018,0.69
0,35689,4,45.39,0.98,1.28,0.0111,0.43
1,35689,4,32.67,0.591,1.04,0.0075,0.29
2,35689,3,33.03,0.797,1.28,0.0093,0.36
3,35689,5,26.99,0.473,0.82,0.0072,0.28
4,35689,3,33.06,1.008,0.74,0.0067,0.26
0,35690,5,45.95,1.529,1.13,0.0188,0.72
1,35690,11,33.25,1.9,1.14,0.0719,2.77
2,35690,12,36.77,1.522,1.0,0.0499,1.92
3,35690,3,60.02,1.08,1.26,0.0068,0.26
4,35690,4,21.44,0.938,0.93,0.0162,0.63
0,35691,3,37.3,0.737,1.18,0.007,0.27
1,35691,8,43.65,0.518,0.8,0.0076,0.29
2,35691,5,53.73,0.192,0.91,0.0016,0.06
3,35691,8,12.89,1.688,1.1,0.1147,4.42
4,35691,5,37.92,0.87,1.18,0.0136,0.52
0,35692,4,35.87,1.656,1.03,0.019,0.73
1,35692,4,44.55,0.516,1.07,0.005,0.19
2,35692,10,30.35,0.148,0.88,0.0043,0.17
3,35692,6,29.44,1.173,0.9,0.0215,0.83
4,35692,4,29.06,0.813,1.15,0.0129,0.5
0,35693,0,60.76,1.942,0.94,0.0,0.0
1,35693,4,28.0,0.782,1.1,0.0123,0.47
2,35693,5,31.87,0.59,1.01,0.0093,0.36
3,35693,4,41.76,0.805,0.86,0.0067,0.26
4,35693,8,46.62,0.295,1.14,0.0058,0.22
0,35694,4,35.93,1.273,1.04,0.0147,0.57
1,35694,5,41.61,0.333,1.11,0.0045,0.17
2,35694,8,48.0,0.228,1.22,0.0046,0.18
3,35694,6,38.38,0.726,1.16,0.0131,0.5
4,35694,5,36.91,1.143,1.22,0.0189,0.73
0,35695,2,60.33,0.127,0.91,0.0004,0.01
1,35695,4,51.39,1.685,0.82,0.0108,0.42
2,35695,4,35.68,0.563,1.18,0.0075,0.29
3,35695,8,36.47,0.636,1.12,0.0157,0.6
4,35695,8,41.96,0.794,1.14,0.0173,0.67
0,35696,7,29.33,1.922,1.27,0.0584,2.25
1,35696,4,39.77,0.821,0.71,0.0059,0.23
2,35696,5,16.37,0.435,0.72,0.0096,0.37
3,35696,4,52.18,1.381,0.84,0.0089,0.34
4,35696,6,32.27,0.316,0.77,0.0045,0.17
0,35697,5,36.49,0.563,0.82,0.0063,0.24
1,35697,8,31.9,1.426,1.1,0.0393,1.51
2,35697,1,51.91,1.802,1.23,0.0043,0.16
3,35697,6,43.57,0.772,1.28,0.0136,0.52
4,35697,3,37.03,1.962,1.25,0.0198,0.76
0,35698,5,42.62,1.485,0.87,0.0151,0.58
1,35698,9,48.0,0.64,0.93,0.0111,0.43
2,35698,3,28.8,0.916,1.09,0.0104,0.4
3,35698,7,37.24,1.698,0.74,0.0237,0.91
4,35698,2,49.46,0.454,0.91,0.0017,0.06
0,35699,8,53.31,1.725,0.83,0.0215,0.83
1,35699,9,38.89,1.963,1.23,0.0557,2.14
2,35699,7,51.05,0.544,0.78,0.0058,0.22
3,35699,3,42.64,0.964,0.9,0.0061,0.23
4,35699,1,41.14,0.605,1.28,0.0019,0.07
0,35700,6,54.91,1.847,1.2,0.0241,0.93
1,35700,4,33.62,1.357,1.26,0.0204,0.79
2,35700,6,24.3,1.166,1.21,0.0349,1.34
3,35700,2,44.99,1.841,1.17,0.0096,0.37
4,35700,3,32.23,0.551,1.06,0.0054,0.21
0,35701,5,48.91,1.19,0.73,0.0088,0.34
1,35701,3,24.94,0.688,1.11,0.0092,0.35
2,35701,1,41.44,0.144,1.08,0.0004,0.01
3,35701,6,33.44,1.296,1.02,0.0238,0.91
4,35701,8,40.78,1.654,1.24,0.0402,1.55
0,35702,7,49.58,0.805,0.95,0.0108,0.42
1,35702,4,41.23,0.919,1.21,0.0108,0.42
2,35702,4,49.26,0.182,1.2,0.0018,0.07
3,35702,8,31.84,1.441,0.76,0.0274,1.06
4,35702,6,47.29,0.795,1.19,0.012,0.46
0,35703,3,47.32,0.941,1.0,0.006,0.23
1,35703,8,33.42,1.633,1.24,0.0486,1.87
2,35703,5,42.69,1.296,0.76,0.0115,0.44
3,35703,4,47.97,0.9,0.84,0.0063,0.24
4,35703,5,39.79,1.04,1.16,0.0151,0.58
0,35704,5,62.95,0.716,0.7,0.004,0.15
1,35704,6,36.19,0.187,0.98,0.003,0.12
2,35704,7,41.8,0.916,1.21,0.0186,0.72
3,35704,7,30.41,1.565,0.83,0.0299,1.15
4,35704,4,31.36,0.407,1.26,0.0066,0.25
0,35705,6,51.78,1.222,0.95,0.0135,0.52
1,35705,3,42.78,1.823,1.09,0.0139,0.54
2,35705,4,57.08,1.252,1.14,0.01,0.39
3,35705,9,34.87,0.127,1.15,0.0038,0.15
4,35705,5,65.34,1.794,1.09,0.015,0.58
0,35706,2,44.42,0.264,0.86,0.001,0.04
1,35706,5,17.24,0.693,1.13,0.0227,0.87
2,35706,5,63.38,0.702,1.27,0.007,0.27
3,35706,1,46.55,1.24,0.83,0.0022,0.09
4,35706,3,52.76,1.615,1.05,0.0096,0.37
0,35707,2,41.5,1.336,1.27,0.0082,0.31
1,35707,4,26.57,1.533,1.1,0.0253,0.98
2,35707,4,39.84,1.638,1.08,0.0177,0.68
3,35707,3,49.98,0.364,1.2,0.0026,0.1
4,35707,6,35.31,0.335,1.04,0.0059,0.23
0,35708,3,48.98,0.598,1.11,0.004,0.16
1,35708,6,24.9,1.523,1.26,0.0463,1.78
2,35708,7,22.87,0.603,0.75,0.0138,0.53
3,35708,10,37.39,0.829,0.93,0.0206,0.79
4,35708,4,33.69,1.943,0.94,0.0218,0.84
0,35709,7,15.4,1.124,1.0,0.0509,1.96
1,35709,5,41.0,1.523,0.91,0.0169,0.65
2,35709,3,49.06,0.744,0.9,0.0041,0.16
3,35709,6,42.31,1.272,1.28,0.0231,0.89
4,35709,7,30.94,1.795,0.93,0.0377,1.45
0,35710,4,45.38,1.484,0.78,0.0102,0.39
1,35710,6,40.12,1.215,1.19,0.0217,0.83
2,35710,2,39.64,1.165,1.11,0.0066,0.25
3,35710,2,42.4,1.888,1.01,0.009,0.35
4,35710,6,42.64,0.764,0.81,0.0087,0.33
0,35711,6,34.85,0.133,1.27,0.0029,0.11
1,35711,2,44.34,0.367,0.71,0.0012,0.05
2,35711,5,43.79,1.574,0.9,0.0162,0.62
3,35711,4,44.46,0.858,0.72,0.0056,0.21
4,35711,4,39.76,1.081,1.23,0.0133,0.51
0,35712,4,44.42,0.13,1.11,0.0013,0.05
1,35712,9,40.81,1.383,1.23,0.0374,1.44
2,35712,9,41.71,1.87,1.28,0.0517,1.99
3,35712,5,39.37,1.717,1.02,0.0222,0.86
4,35712,3,40.58,0.666,1.06,0.0052,0.2
0,35713,2,33.2,0.641,0.82,0.0032,0.12
1,35713,4,45.27,0.424,1.2,0.0045,0.17
2,35713,9,36.45,0.297,0.76,0.0056,0.22
3,35713,2,38.81,1.523,0.89,0.007,0.27
4,35713,5,41.53,0.222,1.13,0.003,0.12
0,35714,7,47.67,0.466,1.18,0.0081,0.31
1,35714,8,47.64,1.687,0.86,0.0244,0.94
2,35714,6,42.15,1.937,1.24,0.0343,1.32
3,35714,4,35.76,1.648,0.86,0.0159,0.61
4,35714,7,33.39,1.239,0.74,0.0192,0.74
0,35715,5,42.96,1.936,1.13,0.0254,0.98
1,35715,4,56.78,1.105,1.08,0.0084,0.32
2,35715,6,36.85,1.273,1.23,0.0256,0.98
3,35715,4,48.1,1.499,0.76,0.0095,0.36
4,35715,4,27.58,1.195,0.81,0.014,0.54
0,35716,4,31.55,0.986,1.2,0.015,0.58
1,35716,3,39.52,1.632,0.87,0.0108,0.42
2,35716,2,44.63,1.576,0.86,0.0061,0.23
3,35716,1,62.7,1.405,1.01,0.0023,0.09
4,35716,3,50.54,0.54,1.06,0.0034,0.13
0,35717,9,41.13,0.138,0.71,0.0022,0.08
1,35717,5,42.56,0.188,0.96,0.0021,0.08
2,35717,4,21.89,1.961,0.85,0.0305,1.18
3,35717,4,37.81,1.979,1.12,0.0234,0.9
4,35717,8,32.14,0.871,1.09,0.0237,0.91
0,35718,4,33.18,0.427,0.85,0.0044,0.17
1,35718,11,34.33,0.99,1.05,0.0332,1.28
2,35718,5,36.07,1.183,1.07,0.0176,0.68
3,35718,6,44.56,0.242,0.95,0.0031,0.12
4,35718,5,44.94,1.053,1.24,0.0146,0.56
0,35719,4,48.13,0.258,1.13,0.0024,0.09
1,35719,6,30.13,1.836,0.79,0.029,1.12
2,35719,5,43.13,1.4,0.84,0.0137,0.53
3,35719,3,24.76,0.493,0.77,0.0046,0.18
4,35719,8,24.06,1.795,1.26,0.0752,2.89
0,35720,9,36.88,0.226,1.16,0.0064,0.25
1,35720,4,44.56,1.321,1.09,0.0129,0.5
2,35720,6,21.97,0.341,1.11,0.0103,0.4
3,35720,6,35.84,1.203,0.94,0.0188,0.72
4,35720,7,46.08,0.797,1.13,0.0137,0.53
0,35721,1,41.6,0.638,0.82,0.0013,0.05
1,35721,2,49.21,1.878,1.06,0.0081,0.31
2,35721,9,49.23,1.298,0.94,0.0224,0.86
3,35721,5,47.59,1.025,1.16,0.0125,0.48
4,35721,6,34.02,0.294,1.24,0.0064,0.25
0,35722,5,28.27,0.819,1.14,0.0166,0.64
1,35722,4,44.24,0.524,1.24,0.0059,0.23
2,35722,5,45.25,0.819,1.15,0.0104,0.4
3,35722,4,40.67,0.332,0.76,0.0025,0.1
4,35722,3,43.97,1.943,1.24,0.0165,0.63
0,35723,4,37.77,1.348,0.82,0.0117,0.45
1,35723,4,38.19,1.763,0.78,0.0144,0.55
2,35723,8,27.44,0.912,0.76,0.0201,0.77
3,35723,3,13.59,1.24,1.28,0.035,1.35
4,35723,6,47.0,0.828,1.04,0.011,0.42
0,35724,4,28.11,1.907,1.05,0.0284,1.09
1,35724,4,60.59,1.269,0.95,0.0079,0.31
2,35724,6,44.41,1.688,0.87,0.0198,0.76
3,35724,5,42.15,1.29,1.02,0.0157,0.6
4,35724,2,35.99,0.643,1.1,0.0039,0.15
0,35725,2,55.16,1.463,0.73,0.0039,0.15
1,35725,6,37.55,0.578,1.2,0.0111,0.43
2,35725,4,19.49,1.771,1.22,0.0444,1.71
3,35725,2,58.74,1.496,0.78,0.004,0.15
4,35725,4,37.86,1.797,0.85,0.0161,0.62
0,35726,3,46.25,1.574,1.2,0.0123,0.47
1,35726,6,40.56,1.076,1.1,0.0176,0.68
2,35726,4,49.35,1.625,0.92,0.0122,0.47
3,35726,11,55.2,0.963,1.02,0.0195,0.75
4,35726,6,29.96,1.458,0.88,0.0257,0.99
0,35727,2,41.99,0.885,1.02,0.0043,0.17
1,35727,9,31.46,1.129,0.88,0.0285,1.1
2,35727,8,59.33,1.459,0.85,0.0166,0.64
3,35727,4,44.05,0.996,0.83,0.0075,0.29
4,35727,8,39.0,0.215,1.28,0.0057,0.22
0,35728,6,45.11,1.747,0.77,0.018,0.69
1,35728,8,39.38,1.075,0.8,0.0175,0.68
2,35728,3,19.89,1.426,1.23,0.0265,1.02
3,35728,6,55.75,0.108,0.83,0.001,0.04
4,35728,6,47.15,1.406,0.87,0.0157,0.6
0,35729,4,43.17,0.996,1.04,0.0096,0.37
1,35729,1,39.93,0.17,0.84,0.0004,0.01
2,35729,3,32.12,1.503,1.06,0.0149,0.57
3,35729,4,35.27,0.28,1.03,0.0033,0.13
4,35729,1,66.11,0.489,0.81,0.0006,0.02
0,35730,8,48.86,0.866,0.79,0.0112,0.43
1,35730,2,19.68,1.99,1.2,0.0242,0.93
2,35730,5,38.85,0.311,0.95,0.0038,0.15
3,35730,0,41.92,1.718,0.71,0.0,0.0
